c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31303,-2797,-634,-195,-136,955,690,3819,144,94,-41,2,-30,2,0,14978,954,-147,287,14978,1591,1565,1680,1645,356,31,339,29,289,19,234,-11,-14,53,-36,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31350,-1502,-764,-59,103,1132,10333,-4481,83,68,-52,2,-12,2,0,15022,947,-151,291,15022,1605,1552,1656,1673,392,-30,372,-28,414,-177,234,6,-35,5,28,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31403,-571,-856,78,97,945,4047,-7166,21,21,-60,2,-5,2,0,14933,952,-91,284,14933,1584,1571,1658,1669,496,-71,472,-68,621,-142,204,10,-35,-11,34,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31450,-373,-767,199,-112,1157,1117,-819,449,4,-53,2,-5,2,0,14933,938,-63,284,14933,1589,1569,1670,1650,477,-33,447,-31,552,-67,234,9,-20,-10,-4,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31503,23,-629,-72,-119,1138,6976,-1368,-1809,-29,-44,0,-5,2,0,14978,926,-73,287,14978,1593,1534,1676,1674,561,-305,520,-282,585,-426,244,9,-19,-12,-1,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31550,574,-941,202,134,976,6549,-6434,-710,-39,-71,0,2,2,0,14933,930,-29,284,14933,1585,1555,1656,1679,586,-281,545,-261,687,-423,255,15,-25,-34,23,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31603,846,-983,19,9,683,5512,-3016,-1870,184,-71,4,51,2,0,14978,918,-62,287,14978,1552,1578,1670,1678,478,-338,439,-310,531,-434,234,11,-19,-25,11,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31650,814,-500,-230,-19,1051,21747,-1002,-1564,333,40,2,80,16,0,14978,939,8,287,14978,1600,1529,1681,1667,543,-170,510,-159,523,-430,234,-12,0,37,-28,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31703,1768,-393,70,47,1145,39630,-11744,-2724,421,168,2,115,40,0,14978,926,46,287,14978,1605,1504,1674,1688,610,-405,565,-375,815,-1097,153,-11,0,30,-1,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31750,3310,-972,-32,-32,889,36640,-17298,-3884,374,162,2,132,49,0,14978,933,66,287,14978,1581,1514,1683,1694,535,-313,499,-292,898,-965,173,-8,1,7,27,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31803,4354,-1462,60,2,954,27484,-14552,-4738,318,71,2,139,39,0,14933,947,160,284,14933,1563,1518,1677,1711,582,-430,551,-408,836,-910,214,-8,9,-6,35,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31850,4876,-1915,299,97,851,30597,-15101,-3884,279,-65,0,141,20,0,14978,962,181,287,14978,1584,1503,1660,1721,577,-315,555,-303,829,-864,163,2,21,-47,27,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31903,5040,-1844,54,-14,1155,24432,-1612,-3457,261,-115,2,140,9,0,14933,967,230,284,14933,1573,1517,1687,1690,448,-293,434,-283,477,-719,214,-12,37,-13,7,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
31950,4970,-1130,-150,-78,1398,22235,3514,-4372,204,-60,2,127,7,0,14978,989,270,287,14978,1583,1491,1692,1700,477,-284,472,-280,390,-628,204,-25,45,23,0,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32003,5036,-556,-135,46,1176,21503,-4969,-2968,59,-41,2,99,1,0,14933,999,263,284,14933,1606,1483,1669,1708,335,-144,334,-144,421,-519,204,-25,39,23,33,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32050,4898,-414,-159,80,1017,5695,3270,-4128,-85,-29,0,68,1,0,14978,1018,246,287,14978,1569,1505,1707,1687,339,32,345,33,346,-185,244,-29,42,33,36,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32103,4399,-74,-86,-162,1398,-5413,279,-2724,-198,-3,2,37,0,0,14933,1008,249,284,14933,1568,1522,1673,1704,328,-34,330,-35,323,59,234,-25,43,27,34,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32150,3527,0,-49,33,1092,-11821,-10828,-2907,-251,13,2,11,2,0,14978,1013,262,287,14978,1577,1511,1657,1724,241,-51,244,-52,307,145,224,-21,41,13,29,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32203,2309,-86,86,68,1038,-10112,-5457,-4250,-274,-4,-2,-14,0,0,14978,1016,289,287,14978,1587,1471,1692,1710,276,398,281,405,371,574,244,-21,40,8,17,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32250,1411,-116,-143,-82,1184,-18413,-758,-3884,-269,0,-2,-29,2,0,14978,1021,229,287,14978,1562,1503,1697,1704,241,134,246,137,298,434,183,-22,38,9,6,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32303,701,142,-88,138,1122,-17803,-3565,-4677,-354,19,0,-58,1,0,13798,1040,267,179,13798,1536,1452,1665,1696,137,395,142,411,199,706,204,-26,23,19,30,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32350,-165,295,-8,38,860,-28911,-1063,-2419,-467,36,-2,-96,2,0,13756,1047,258,175,13756,1548,1465,1666,1670,221,462,231,484,288,931,193,-32,15,32,30,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32403,-1116,532,-69,134,872,-31963,-2406,-2541,-447,53,-2,-108,1,0,13585,1064,263,159,13585,1531,1480,1660,1678,111,457,118,487,153,1015,183,-27,3,20,35,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32450,-1978,344,94,49,1133,-36419,828,-2419,-371,37,-2,-108,1,0,13670,1082,244,168,13670,1510,1500,1662,1675,96,552,104,597,93,1135,163,-14,0,-14,18,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32503,-2619,294,72,90,598,-27813,-3809,-1137,-267,36,-2,-99,2,0,13585,1094,262,159,13585,1531,1492,1640,1679,-58,454,-63,497,8,940,183,-10,-14,-26,28,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32550,-3131,545,-5,-115,1100,-19451,889,-1992,-166,58,2,-87,2,0,13543,1112,323,155,13543,1522,1490,1658,1669,108,408,120,454,52,774,214,-25,-4,132603,-3114,824,120,38,913,-17864,5650,-2785,-101,82,-4,-74,2,0,13585,1136,370,159,13585,1511,1481,1676,1666,30,382,35,434,-67,694,173,-21,-19,11,6,148,,,,,,,,,,,,,,,,,,,,
32650,-2641,1042,45,48,852,-12127,-391,-1809,-121,97,-2,-70,1,0,13543,1165,337,155,13543,1532,1471,1665,1665,-141,511,-164,595,-84,770,214,-26,-33,27,32,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32703,-2540,722,10,-217,1102,-16887,-6739,-1870,-61,69,0,-56,1,0,13585,1185,389,159,13585,1502,1504,1654,1675,-11,393,-13,465,106,687,173,-22,-30,12,12,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32750,-2513,647,-73,-135,927,-11516,-6068,-2053,-38,66,-2,-51,2,0,13543,1217,453,155,13543,1510,1489,1655,1679,7,288,9,351,69,470,244,-32,-21,37,-20,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32803,-1842,337,215,-26,956,-6878,-4359,-1381,-73,36,-2,-46,1,0,13543,1228,394,155,13543,1535,1471,1650,1677,-151,230,-185,283,-75,350,204,-18,-40,-5,24,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32850,-1506,263,83,75,965,-8464,1256,-893,-88,33,-2,-43,2,0,13543,1236,346,155,13543,1531,1483,1672,1649,-275,185,-340,228,-176,392,173,-20,-43,0,27,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32903,-1841,438,1,-185,1120,-9197,8275,-1137,-34,48,-2,-39,2,0,13543,1254,343,155,13543,1511,1501,1681,1643,-197,104,-247,130,-341,264,193,-21,-25,7,-29,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32950,-1620,523,-100,-43,946,-4924,3392,632,-26,56,0,-33,2,0,13585,1247,282,159,13585,1533,1506,1646,1657,-244,40,-304,50,-380,76,204,-21,-33,15,-9,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33003,-821,572,38,109,967,-4436,-391,1364,-57,74,-2,-25,4,0,13756,1254,213,175,13756,1545,1515,1649,1655,-282,60,-354,75,-275,137,193,-22,-52,20,42,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33050,-834,374,152,41,914,-1873,-1978,2585,13,-12,-2,-11,-9,0,14933,1269,215,284,14933,1581,1556,1662,1676,-270,47,-343,60,-208,117,204,-12,-38,-6,2,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33103,-502,564,-135,-164,1241,4230,5528,2951,40,-100,0,0,-30,0,14978,1283,231,287,14978,1594,1551,1668,1664,-207,-57,-265,-73,-303,-131,244,-20,-36,17,0,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33150,-40,646,-71,-84,1063,6244,6138,2707,118,-135,-2,23,-38,0,14978,1286,236,287,14978,1580,1564,1662,1675,-256,-58,-329,-75,-404,-187,244,-15,-32,8,-3,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33203,697,1029,93,223,764,9601,10411,3439,117,-151,0,35,-48,0,14933,1297,205,284,14933,1604,1549,1658,1665,-349,-245,-453,-318,-531,-413,193,-13,-46,14,43,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33250,1145,1179,61,132,1048,12164,8031,3745,249,-141,0,69,-48,0,14978,1281,189,287,14978,1579,1584,1653,1666,-328,-308,-421,-395,-465,-572,193,-2,-34,-9,24,156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33303,1749,1629,-109,47,1211,20404,9434,4355,231,-70,0,76,-42,0,14933,1311,280,284,14933,1618,1552,1663,1645,-376,-390,-493,-512,-540,-746,193,-15,-25,34,16,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33350,2334,1896,-4,55,959,21991,13280,4111,183,46,-2,77,-23,0,14273,1336,368,224,14273,1606,1529,1662,1619,-282,-336,-378,-448,-538,-679,224,-3,-16,12,11,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33403,2652,2015,110,-38,767,18146,7786,3256,159,60,0,78,-23,0,13416,1343,377,143,13416,1573,1513,1635,1615,-229,-221,-308,-297,-365,-538,244,3,-4,2,-3,151,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33450,2969,2164,-43,-137,1189,16925,-1246,4050,131,108,-2,78,-16,0,13458,1347,303,148,13458,1582,1517,1626,1617,-321,-376,-433,-507,-344,-697,234,-7,-2,37,6,157,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33503,3148,1305,-69,7,1004,12653,-3321,2768,81,61,-2,71,-10,0,13416,1370,253,143,13416,1583,1498,1627,1627,-305,-388,-418,-532,-247,-609,234,15,0,-29,12,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33550,3015,761,53,-44,1039,12286,1683,3684,64,21,-2,65,-9,0,13374,1376,247,139,13374,1594,1499,1626,1613,-259,-390,-356,-536,-269,-528,224,12,5,-19,7,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33603,3062,575,-190,-57,1204,7343,-1185,4233,60,4,-2,65,-9,0,13374,1405,284,139,13374,1580,1526,1612,1618,-350,-387,-492,-544,-329,-515,214,5,0,-1,31,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33650,2610,432,-53,59,824,324,1988,2646,86,-4,-2,62,-8,0,12504,1404,280,56,12504,1531,1510,1615,1594,-302,-440,-424,-617,-305,-524,204,1,7,10,11,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33703,2292,385,-62,129,717,5023,218,3073,86,-11,0,57,-9,0,12140,1419,180,20,12140,1550,1480,1591,1592,-250,-311,-355,-441,-254,-398,183,2,4,7,21,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33750,2152,-98,8,-6,840,7404,3575,1547,98,-22,-2,57,-2,0,12100,1448,173,15,12100,1533,1473,1613,1587,-331,-411,-479,-596,-344,-546,214,19,12,-36,7,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33803,1878,-163,-53,-33,935,2704,4796,2646,83,-28,0,49,-2,0,12140,1436,80,20,12140,1536,1493,1600,1585,-307,-423,-441,-608,-390,-471,142,5,16,2,-2,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33850,1648,-520,75,-58,644,-103,3758,2158,103,-62,-2,49,-3,0,12140,1436,7,20,12140,1522,1500,1603,1589,-231,-258,-332,-371,-234,-341,204,28,16,-57,0,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33903,1297,-80,-170,-108,1011,6000,2232,2829,103,-24,-2,43,-3,0,12140,1425,-44,20,12140,1550,1481,1595,1586,-203,-229,-290,-327,-242,-334,204,-1,23,23,-17,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
33950,1416,-168,-63,78,780,2948,2232,2097,89,-60,0,42,-9,0,12140,1429,-126,20,12140,1533,1493,1590,1598,-247,-297,-353,-425,-328,-381,234,8,14,0,10,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34003,1400,-592,46,3,658,4596,2110,1425,90,-125,-2,42,-14,0,12382,1425,-173,44,12382,1543,1484,1606,1602,-248,-423,-354,-603,-285,-503,204,18,12,-29,17,152,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34050,1458,-304,-235,-7,1342,6732,8885,2585,75,-134,2,40,-21,0,13458,1414,-200,148,13458,1590,1511,1624,1613,-155,-208,-219,-295,-362,-269,153,9,14,0,16,153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34103,1341,-343,154,114,946,5328,13951,571,88,-166,0,41,-27,0,13416,1419,-196,143,13416,1562,1514,1648,1616,-158,-266,-224,-378,-401,-359,173,26,18,-36,10,155,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34150,1407,358,-173,18,964,5695,10350,2402,86,-108,-2,41,-27,0,13500,1398,-237,152,13500,1580,1522,1626,1618,-151,-241,-211,-337,-437,-336,204,8,17,21,17,154,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34203,1457,606,158,1,867,5939,9007,205,75,-20,0,40,-14,0,13543,1390,-267,155,13543,1565,1511,1652,1618,-220,-173,-306,-240,-377,-276,193,23,26,-8,-1,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34250,1500,978,-345,-96,1230,5634,5162,1669,75,36,0,41,-9,0,13500,1369,-250,152,13500,1582,1511,1641,1607,-168,-189,-230,34303,1808,443,122,280,747,6427,-5640,2646,37,21,-4,39,-3,0,13543,1368,-253,155,13543,1591,1519,1612,1631,-131,-129,-180,-177,-33,-241,234,23,8,-8,53,150,,,,,,,,,,,,,,,,,,,,,,,,,,
34350,1776,69,-47,95,968,-4070,-2100,3134,9,-4,-2,32,-2,0,13543,1343,-268,155,13543,1566,1554,1620,1613,-149,-140,-200,-188,-92,-185,214,24,17,-15,29,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34403,1595,-110,-146,-10,1050,-2544,1072,2951,21,28,-4,32,7,0,13585,1335,-260,159,13585,1580,1536,1633,1601,-74,-52,-98,-70,-92,-8,214,13,20,9,20,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34450,1183,-86,65,170,1043,-1873,-330,1853,50,104,0,30,22,0,13585,1331,-228,159,13585,1572,1534,1644,1597,-150,-86,-200,-114,-92,-67,224,10,20,15,15,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34503,1129,-467,167,172,794,-2788,-6678,3317,16,158,0,23,39,0,13500,1316,-226,152,13500,1587,1542,1615,1609,-106,58,-140,77,9,107,214,23,11,-24,37,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34550,1094,-827,-81,80,965,-4802,-13331,3745,-36,196,0,11,53,0,13585,1327,-207,159,13585,1590,1549,1599,1619,93,58,124,78,257,121,193,13,11,-5,34,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34603,905,-1579,271,219,797,-7854,-15467,3134,-58,137,0,4,55,0,13628,1294,-301,163,13628,1588,1545,1603,1621,44,84,58,108,314,221,204,24,1,-50,53,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34650,412,-1871,-15,140,832,-11211,-7532,3317,-70,112,0,-6,55,0,13500,1264,-367,152,13500,1578,1558,1619,1600,-13,110,-17,140,147,236,193,6,9,-11,22,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34703,76,-1639,-144,5,975,-7854,-7105,3134,-121,108,0,-23,50,0,13585,1274,-257,159,13585,1596,1540,1614,1606,-4,41,-6,53,119,178,193,-6,9,16,14,144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34750,71,-1696,47,172,887,-12493,-7777,2768,-149,9,2,-28,31,0,13543,1259,-251,155,13543,1578,1556,1608,1611,-94,50,-118,64,83,226,234,-6,-7,8,52,145,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34803,-451,-1819,6,24,1031,-13103,1134,2463,-75,-92,10,-23,13,0,13798,1244,-312,179,13798,1576,1562,1606,1610,-9,186,-12,232,-29,415,183,2,5,-19,5,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34850,-792,-1284,-135,-113,1110,-6267,4246,2646,-4,-80,-2,-14,6,0,13628,1215,-348,163,13628,1586,1551,1618,1607,0,130,-1,158,-70,274,234,-10,9,18,-13,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34903,-679,-799,-72,-14,1015,-2178,-330,3317,41,-45,-2,-3,4,0,13628,1221,-260,163,13628,1585,1563,1606,1609,-47,12,-58,15,-42,50,224,-5,2,7,2,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34950,-558,-594,-28,-90,904,-3276,1011,2707,31,-34,2,-3,3,0,13628,1192,-252,163,13628,1582,1563,1616,1602,-15,29,-18,35,-9,85,224,-5,4,6,-5,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35003,-216,-260,-102,-228,1170,-1629,828,2829,1,-8,-2,-3,2,0,13670,1192,-233,168,13670,1587,1558,1609,1608,-71,49,-85,58,-86,77,224,-3,0,1,4,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35050,403,-600,182,112,925,-774,-941,2829,-49,-38,2,-2,2,0,13670,1164,-286,168,13670,1596,1558,1602,1614,-91,134,-106,157,-92,150,244,13,-18,-44,57,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35103,277,-791,23,30,1010,-6511,1561,2890,-38,-55,-4,-2,2,0,14186,1143,-349,215,14186,1594,1581,1618,1622,-149,172,-170,197,-176,286,234,15,-7,-46,21,150,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35150,62,-371,-4,-25,1203,-4192,7176,2707,-15,-14,-4,-2,3,0,14186,1124,-324,215,14186,1603,1571,1636,1605,-140,263,-157,296,-229,366,214,-1,-3,3,6,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35203,-100,-113,70,-129,1117,-225,-2833,3134,-1,-2,2,-2,1,0,14579,1092,-395,251,14579,1617,1589,1612,1637,-108,35,-118,38,-58,39,214,-2,0,7,-3,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35250,528,-521,229,326,844,-2239,-2955,1608,-56,-35,0,-2,2,0,14712,1075,-429,264,14712,1606,1584,1630,1642,-91,134,-97,144,-28,115,255,15,-31,-42,79,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35303,639,74,91,158,963,-5596,-1673,1181,-66,16,0,-2,2,0,14800,1067,-324,271,14800,1609,1580,1639,1641,-168,119,-179,127,-138,217,224,-9,-23,25,52,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35350,325,-50,125,85,1015,-5901,-3382,632,-42,6,2,-2,2,0,14800,1031,-311,271,14800,1603,1638,1646,-71,68,-73,70,19,173,255,3,-10,-9,12,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35403,254,24,9,2,725,-2544,-6251,1181,-29,9,2,-1,1,0,14889,1025,-332,280,14889,1610,1585,1631,1649,-117,-128,-120,-131,-8,-84,214,-6,-11,10,12,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35450,128,-95,-25,-38,1153,-286,-6800,937,-18,-1,4,-1,1,0,14889,1002,-283,280,14889,1617,1578,1630,1652,-104,64,-104,64,-8,115,255,-9,-4,15,-8,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35503,255,-471,-98,-205,1294,4047,-1673,1181,-39,-30,0,-3,2,0,14889,986,-187,280,14889,1623,1573,1640,1642,-48,118,-47,116,-19,47,244,0,-5,-13,-4,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35550,565,-898,117,-3,982,3009,-391,815,-98,-67,2,-9,2,0,14889,990,-122,280,14889,1616,1577,1631,1653,-121,39,-120,38,-143,-50,255,20,-8,-67,6,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35603,669,-633,0,-10,1202,140,4979,876,-103,-104,2,-9,-9,0,14889,973,-95,280,14889,1617,1579,1640,1645,-144,37,-140,36,-230,35,255,2,-8,-15,10,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35650,337,-244,80,-238,1084,-408,8641,815,-71,-77,0,-8,-11,0,14889,992,-41,280,14889,1615,1577,1648,1637,-198,51,-196,51,-356,77,244,0,9,0,-38,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35703,639,560,-214,-38,1027,3192,7176,205,-76,0,-2,-4,-9,0,14889,981,-19,280,14889,1621,1562,1653,1640,-93,-45,-91,-44,-218,-100,244,-14,-1,47,-4,146,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35750,1078,633,-161,-170,1537,4901,3148,1059,-115,41,-4,-4,-2,0,14889,980,40,280,14889,1632,1560,1644,1640,-89,-91,-87,-89,-144,-162,244,-3,-6,18,13,149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35803,1327,11,136,1,869,-2239,2232,1608,-129,-9,-2,-2,-2,0,14933,987,90,284,14933,1622,1581,1636,1640,-37,3,-37,3,-76,42,234,14,-10,-29,26,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35850,954,-75,152,18,1145,-2849,9495,1120,-97,-10,0,-2,0,0,14889,995,111,280,14889,1626,1573,1654,1624,-5,75,-5,74,-145,170,214,18,-4,-36,9,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35903,790,564,-16,-24,1126,-2239,6016,2097,-72,42,0,0,-1,0,14844,998,122,276,14844,1627,1583,1639,1625,25,31,25,31,-79,70,255,-1,-9,25,20,138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
35950,555,460,25,-2,1038,-4680,4368,2036,-55,33,2,-1,-1,0,14013,998,125,199,14013,1605,1571,1621,1606,-49,-21,-49,-21,-135,67,244,15,-7,-16,12,143,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36003,416,379,-65,-213,982,-7305,7664,876,-43,29,0,-1,0,0,13543,993,95,155,13543,1584,1553,1629,1592,-18,16,-18,15,-152,143,255,17,-3,-16,-6,141,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
