c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3602,-23,-758,19,-182,867,-44097,-12557,-9002,-637,122,-8,-115,35,0,14978,206,590,287,14978,1541,1537,1694,1697,0,0,0,0,0,0,0,2,0,-27,23,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3651,-1806,-1044,-153,21,1324,-38177,-10482,-8392,-442,89,-10,-115,36,0,15022,268,686,291,15022,1551,1517,1700,1703,0,0,0,0,0,0,0,-1,0,4,-9,140,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3702,-3036,-1338,-26,23,945,-24078,-2731,-9674,-275,45,-10,-106,35,0,15022,286,741,291,15022,1565,1503,1698,1700,0,0,0,0,0,0,0,0,-1,-9,-23,139,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3751,-3824,-1339,-100,-181,1180,-19500,-7308,-9185,104,-130,-12,-43,0,0,14978,325,776,287,14978,1506,1563,1678,1719,0,0,0,0,0,0,0,-2,-1,8,-42,142,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3803,-3713,-1270,-104,-111,924,152,-5477,-7598,307,-126,-8,-1,0,0,15067,368,756,296,15067,1551,1515,1690,1717,0,0,0,0,0,0,0,-3,-3,16,-34,137,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3851,-2628,-1460,21,157,1227,12603,-4196,-9246,252,-130,-10,0,0,0,14667,405,693,260,14667,1559,1479,1700,1724,0,0,0,0,0,0,0,-1,-5,-9,-2,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3903,-1608,-1201,-27,10,1188,152,-2914,-9124,140,-103,-2,0,0,0,13290,425,717,132,13290,1501,1480,1673,1689,0,0,0,0,0,0,0,-3,-6,6,18,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3951,-1140,-1322,-14,9,1023,335,259,-7476,106,-159,-4,0,-6,0,12180,453,685,24,12180,1459,1416,1642,1667,0,0,0,0,0,0,0,-2,-6,-9,11,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4003,-893,-937,-123,-137,980,2471,8987,-6072,256,-202,-6,34,-24,0,12140,515,754,20,12140,1441,1439,1652,1650,0,0,0,0,0,0,0,-2,-4,-3,-6,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4051,-735,-29,-166,-49,808,15411,9170,-6134,213,-190,0,28,-32,0,12180,529,714,24,12180,1481,1408,1669,1626,0,0,0,0,0,0,0,-5,0,35,-28,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4103,259,741,-37,56,697,10101,8682,-6378,47,-80,-4,10,-25,0,12140,566,580,20,12140,1508,1390,1628,1657,0,0,0,0,0,0,0,-4,-4,34,16,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4151,1024,588,19,71,783,-274,5630,-6561,-54,-33,-4,4,-18,0,12100,605,509,15,12100,1449,1456,1636,1645,0,0,0,0,0,0,0,0,-6,-7,46,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4202,969,721,167,-4,751,-10101,4287,-5340,-97,-3,-6,3,-11,0,12140,599,344,20,12140,1472,1446,1628,1648,0,0,0,0,0,0,0,0,-6,1,33,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4251,682,676,1,-2,824,-3326,3616,-4791,-51,30,-10,3,-6,0,12382,620,240,44,12382,1472,1449,1632,1640,0,0,0,0,0,0,0,1,-4,-9,14,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4302,190,285,132,132,1051,-6378,-2853,-3631,1,25,-8,2,-4,0,13543,645,258,155,13543,1507,1481,1677,1665,0,0,0,0,0,0,0,2,-3,-23,-2,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4351,-245,509,30,-58,1185,-2593,-2304,-3814,14,10,-4,1,-4,0,13927,633,177,192,13927,1525,1505,1663,1679,0,0,0,0,0,0,0,-1,-2,11,-18,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4403,-508,535,-18,80,1209,457,-1632,-2593,62,54,-4,1,-2,0,14448,657,174,240,14448,1528,1501,1697,1689,0,0,0,0,0,0,0,-1,-2,14,-18,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4451,-198,511,14,-38,917,4119,-4196,-4302,36,53,-10,1,-1,0,14800,654,143,271,14800,1548,1503,1697,1697,0,0,0,0,0,0,0,-1,-4,9,4,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4503,164,299,26,18,942,213,-4074,-4669,-7,21,-8,0,-1,0,14933,668,125,284,14933,1555,1515,1691,1702,0,0,0,0,0,0,0,-1,-5,4,17,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4551,292,260,1,77,1237,-4364,-2426,-4241,29,21,-12,9,-1,0,14933,652,106,284,14933,1549,1508,1693,1710,0,0,0,0,0,0,0,-2,-5,9,19,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4603,129,36,121,102,1064,7232,-1876,-3875,228,0,-12,47,0,0,15022,678,118,291,15022,1531,1515,1702,1718,0,0,0,0,0,0,0,0,-2,-13,-7,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4651,655,-373,258,86,941,19073,-4623,-3753,343,-32,-12,77,-1,0,15022,686,157,291,15022,1560,1490,1686,1725,0,0,0,0,0,0,0,1,-1,-30,-1,133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4703,1712,-678,-238,-73,1239,23773,2334,-4302,267,-77,-14,78,-1,0,14978,693,195,287,14978,1570,1474,1700,1715,0,0,0,0,0,0,0,0,-1,-17,21,136,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4751,2522,-152,-1,32,952,17547,3799,-3631,191,-33,-48,78,0,0,14978,702,201,287,14978,1531,1489,1724,1711,0,0,0,0,0,0,0,-3,0,21,31,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4802,2733,-5,-47,-60,1066,13153,-2670,-1434,107,1,-62,69,0,0,15202,717,251,307,15202,1545,1497,1706,1730,0,0,0,0,0,0,0,-1,3,5,9,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4851,3178,-210,102,143,793,7232,-3646,-457,-179,-13,-83,18,0,0,15067,740,281,296,15067,1584,1411,1711,1736,0,0,0,0,0,0,0,0,0,-16,45,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4903,2811,-79,0,-7,1131,-7598,3311,-885,-201,-23,-85,11,-1,0,15067,743,264,296,15067,1519,1489,1721,1729,0,0,0,0,0,0,0,-2,3,10,20,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951,1685,74,52,-113,934,-12603,3738,-335,-155,-5,-83,2,-1,0,15067,755,282,296,15067,1520,1501,1705,1736,0,0,0,0,0,0,0,-1,6,1,-19,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5003,659,416,41,-46,926,-4180,259,2044,-68,30,-159,1,0,0,15022,777,300,291,15022,1510,1459,1735,1739,0,0,0,0,0,0,0,-4,8,31,-38,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5051,687,564,90,-8,944,-3082,-289,7110,-52,46,-309,2,-1,0,15883,794,358,367,15883,1503,1427,1759,1774,0,0,0,0,0,0,0,-2,2,13,6,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5103,335,318,79,-49,1078,-4852,-2792,11749,-40,27,-343,2,-1,0,16673,789,266,435,16673,1527,1499,1772,1787,0,0,0,0,0,0,0,0,4,-1,-13,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5151,8,421,-40,-69,893,-3204,15,12725,-3,18,-437,2,-2,0,16626,808,312,432,16626,1509,1455,1787,1809,0,0,0,0,0,0,0,-2,4,10,-17,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5203,-232,342,73,-109,928,2349,-2487,19805,20,29,-527,2,0,0,16673,815,321,435,16673,1502,1461,1793,1807,0,0,0,0,0,0,0,-2,5,6,-28,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5251,209,106,-37,-33,1219,457,-778,21697,-6,9,-529,2,-1,0,16673,844,360,435,16673,1525,1460,1786,1799,0,0,0,0,0,0,0,0,0,-5,13,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5303,50,-207,180,68,1127,-1495,-2365,21453,1,-11,-592,1,0,0,15837,861,411,363,15837,1469,1440,1773,1800,0,0,0,0,0,0,0,0,2,-20,0,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5351,-155,-146,-144,-113,893,-1739,-1022,25054,6,-22,-590,1,0,0,15246,861,401,311,15246,1501,1461,1741,1755,0,0,0,0,0,0,0,-1,4,-1,-18,134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5402,-154,-85,-114,41,786,1129,320,27984,27,-4,-536,2,3,0,14978,893,399,287,14978,1522,1469,1723,1732,0,0,0,0,0,0,0,-2,2,6,-1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5451,-241,-299,15,-63,789,-701,-411,22491,14,-26,-326,2,-1,0,15067,904,408,296,15067,1568,1518,1687,1708,0,0,0,0,0,0,0,0,3,-19,-11,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5503,77,-39,189,169,1168,1373,1785,14739,21,-9,-196,2,0,0,15112,930,395,300,15112,1582,1531,1683,1691,0,0,0,0,0,0,0,-2,-1,3,30,127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5551,-261,-208,122,-18,993,-640,2700,10650,39,-14,-102,1,0,0,15112,954,399,300,15112,1582,1542,1671,1693,0,0,0,0,0,0,0,2,3,-26,-9,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5603,66,-223,-97,82,1258,-1800,5996,5523,-177,-36,-71,-34,0,0,15112,958,358,300,15112,1577,1507,1695,1701,0,0,0,0,0,0,0,0,0,-5,15,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5651,-475,258,-106,-114,1080,-11688,6057,3692,-141,6,-64,-34,0,0,15022,981,393,291,15022,1533,1543,1704,1700,0,0,0,0,0,0,0,-2,2,14,-10,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5703,-863,623,-41,13,1006,-9185,-2914,1983,-85,46,-16,-27,0,0,13670,999,374,168,13670,1527,1505,1652,1667,0,0,0,0,0,0,0,-3,1,26,-12,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5751,-744,563,12,-12,612,-3692,-1266,2227,-19,34,-14,-15,0,0,13628,1007,344,163,13628,1534,1466,1664,1675,0,0,0,0,0,0,0,-1,-1,11,7,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5803,-653,124,130,140,994,1800,-3707,2716,52,26,-18,-2,0,0,13585,1038,346,159,13585,1511,1467,1668,1685,0,0,0,0,0,0,0,3,-1,-32,6,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5851,-376,-464,37,-22,1040,2899,-900,1373,41,-41,-14,-1,-1,0,13543,1059,335,155,13543,1523,1472,1659,1680,0,0,0,0,0,0,0,6,-2,-52,16,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5903,-23,-532,-179,-53,993,213,6179,152,3,-83,-16,0,-1,0,13585,1094,336,159,13585,1514,1463,1672,1682,0,0,0,0,0,0,0,1,-2,-10,16,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5951,216,-730,-178,151,1143,-91,5569,91,-12,-74,-18,0,0,0,13543,1106,299,155,13543,1492,1454,1683,1691,0,0,0,0,0,0,0,3,-3,-27,21,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6003,139,-666,-109,-19,952,885,2029,-457,-29,-85,-4,-1,0,0,12463,1124,275,51,12463,1510,1459,1669,1680,0,0,0,0,0,0,0,1,0,-5,1,126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6051,-132,-151,-87,30,922,-1922,3128,-1068,22,-17,-2,0,-1,0,12140,1128,292,20,12140,1454,1426,1656,1639,0,0,0,0,0,0,0,-1,0,20,-10,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6103,-82,184,-57,125,1050,-701,-167,946,20,12,-4,0,0,0,12060,1175,315,11,12060,1467,1404,1647,1654,0,0,0,0,0,0,0,-1,-1,20,8,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6151,-133,282,-29,-69,546,-762,-2365,152,-12,2,0,0,0,0,12545,1161,261,60,12545,1470,1450,1632,1676,0,0,0,0,0,0,0,-1,0,21,-8,124,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6203,306,-1096,163,64,535,-1068,442,640,-2,-42,-4,1,-1,0,13500,1196,212,152,13500,1497,1451,1685,1679,0,0,0,0,0,0,0,14,-5,-97,34,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6251,518,-1381,136,45,732,-1434,6179,-335,-45,-122,-4,0,0,0,13500,1179,155,152,13500,1491,1457,1683,1685,0,0,0,0,0,0,0,10,-5,-70,32,132,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6303,175,-771,-30,-144,940,-335,8316,-2532,-42,-87,-6,0,0,0,13500,1208,150,152,13500,1494,1462,1687,1676,0,0,0,0,0,0,0,2,1,-4,-19,130,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6351,131,-627,-58,82,1194,-701,5447,-1434,29,-83,-6,7,-9,0,13500,1201,96,152,13500,1506,1456,1678,1680,0,0,0,0,0,0,0,6,-16403,246,-432,28,28,996,3265,3982,-579,-9,-90,-2,2,-9,0,14230,1196,40,219,14230,1522,1437,1690,1699,0,0,0,0,0,0,0,5,-1,-15,3,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6451,316,-87,61,47,1104,3143,2090,-1129,-10,-18,-20,1,-2,0,15022,1198,-8,291,15022,1514,1474,1731,1731,0,0,0,0,0,0,0,2,0,5,0,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6503,226,-55,84,-79,1051,-396,1174,-3509,-16,7,-23,2,-3,0,15067,1190,-55,296,15067,1517,1470,1730,1735,0,0,0,0,0,0,0,6,0,-17,-7,128,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6551,243,-353,151,69,1227,3631,-1510,-2044,2,-28,-4,2,-2,0,15067,1174,-39,296,15067,1531,1463,1723,1733,0,0,0,0,0,0,0,7,0,-26,-2,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6602,262,-80,-46,13,1087,2777,-1632,-2532,-18,-6,-2,1,-2,0,15067,1163,-109,296,15067,1529,1462,1732,1730,0,0,0,0,0,0,0,4,1,-2,-6,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6651,495,-435,97,-21,923,1007,-1571,-2166,-35,-40,-2,0,-2,0,15022,1150,-116,291,15022,1524,1475,1725,1728,0,0,0,0,0,0,0,7,0,-28,10,131,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6703,578,-374,44,49,871,2044,2395,-2349,-33,-40,-4,0,-2,0,15067,1160,-82,296,15067,1505,1480,1726,1741,0,0,0,0,0,0,0,5,-2,-10,19,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
