[17:06:15:584] HHello Junta. Starting Potato Controller now␊
[17:06:18:459] imu.begin()-IMU comm & initialize completed ␊
[17:06:18:925] imu.dmpBegin() suceeded␊
[17:06:21:927] IMU SETUP COMPLETED␊
[17:06:22:929] Motor starting Now␊
[17:06:57:731] -0.347341 -0.288993 -27.154383 1100.000000 1100.000000 1100.000000 1100.000000 0.060976 0.243902 0.426829 ␊
[17:06:57:930] -0.543154 -0.485078 -27.153860 1100.000000 1100.000000 1100.000000 1100.000000 0.243902 0.304878 -0.487805 ␊
[17:06:58:131] -0.553204 -0.418680 -27.151335 1100.000000 1100.000000 1100.000000 1100.000000 -0.121951 -0.060976 -0.365854 ␊
[17:06:58:331] -0.489193 -0.376604 -27.161228 1100.000000 1100.000000 1100.000000 1100.000000 -0.182927 0.060976 -0.182927 ␊
[17:06:58:531] -0.571252 -0.356340 -27.160656 1100.000000 1100.000000 1100.000000 1100.000000 -0.182927 -0.121951 -0.000000 ␊
[17:06:58:730] -0.566674 -0.383088 -27.166069 1100.000000 1100.000000 1100.000000 1100.000000 -0.182927 -0.304878 0.365854 ␊
[17:06:58:931] -0.633954 -0.421167 -27.157347 1100.000000 1100.000000 1100.000000 1100.000000 0.182927 0.121951 0.182927 ␊
[17:06:59:130] -0.455867 -0.124290 -27.155895 1100.000000 1100.000000 1100.000000 1100.000000 0.000000 0.304878 -0.060976 ␊
[17:06:59:331] -0.442253 -0.146924 -27.150410 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.182927 0.121951 ␊
[17:06:59:531] -0.533802 -0.213069 -27.146290 1100.000000 1100.000000 1100.000000 1100.000000 -0.121951 -0.000000 -0.060976 ␊
[17:06:59:731] -0.418504 -0.229182 -27.142630 1100.000000 1100.000000 1100.000000 1100.000000 -0.304878 -0.243902 0.182927 ␊
[17:06:59:931] -0.352280 -0.266703 -27.143356 1100.000000 1100.000000 1100.000000 1100.000000 0.060976 -0.060976 0.121951 ␊
[17:07:00:131] -0.251608 -0.276613 -27.140755 1100.000000 1100.000000 1100.000000 1100.000000 0.000000 -0.000000 0.182927 ␊
[17:07:00:331] -0.055843 -0.346586 -27.140953 1100.000000 1100.000000 1100.000000 1100.000000 0.060976 0.243902 -0.000000 ␊
[17:07:00:531] -0.217727 -0.387049 -27.138350 1100.000000 1100.000000 1100.000000 1100.000000 0.060976 0.426829 -0.060976 ␊
[17:07:00:730] -0.406525 -0.570230 -27.142548 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.304878 -0.000000 ␊
[17:07:00:930] -0.380376 -0.561445 -27.137913 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 0.182927 -0.182927 ␊
[17:07:01:131] -0.386428 -0.551104 -27.136841 1100.000000 1100.000000 1100.000000 1100.000000 -0.060976 -0.060976 0.182927 ␊
[17:07:01:331] -0.233697 -0.555778 -27.132669 1100.000000 1100.000000 1100.000000 1100.000000 0.000000 -0.000000 0.182927 ␊
[17:07:01:531] -0.387773 -0.577532 -27.128828 1100.000000 1100.000000 1100.000000 1100.000000 0.121951 0.121951 -0.000000 ␊
